st_id,st_tui_math1,st_tui_hindi1,st_tui_other1,st_tui_math_hrs1,ts_grade1,tot_hindi1,tot_math1,per_math1,per_hindi1,m_theta_eap1,m_theta_mle1,h_theta_eap1,h_theta_mle1,any_tuition1,quint_math1,quint_hindi1,terc_math1,terc_hindi1,st_tui_math2,st_tui_hindi2,st_tui_other2,st_tui_math_hrs2,ts_grade2,tot_hindi2,tot_math2,per_math2,per_hindi2,m_theta_eap2,m_theta_mle2,h_theta_eap2,h_theta_mle2,any_tuition2,ms_center1,st_age1,st_female1,st_grade1,treat,strata,ses_index,d_sch_grade4,d_sch_grade5,d_sch_grade6,d_sch_grade7,d_sch_grade8,d_sch_grade9
CH108,1,0,0,1-2 hours,7-Jun,17,16,0.4571429,0.5666667,0.9842272,0.8952931,0.4338895,0.4754767,1,5,5,3,3,0,0,1,.,7-Apr,22,25,0.7352941,0.7333333,1.930998,1.485712,1.335375,1.153814,1,Chhatarpur,10,1,6,0,3,0.1241006,0,0,1,0,0,0
CH109,1,0,1,More than 4 hours,9-Aug,23,14,0.4,0.7666667,1.271279,1.10022,2.250397,1.915273,1,4,5,3,3,1,0,0,More than 4 hours,9-Aug,26,30,0.8571429,0.8666667,3.202131,2.493575,2.277075,2.132677,1,Chhatarpur,,1,9,0,3,1.185413,0,0,0,0,0,1
CH110,0,0,0,.,9-Aug,22,18,0.5142857,0.7333333,1.971148,1.532785,2.035113,1.717641,0,5,5,3,3,0,0,0,.,9-Aug,24,25,0.7142857,0.8,2.037858,1.576152,1.904632,1.68414,0,Chhatarpur,14,1,9,0,3,2.171922,0,0,0,0,0,1
CH111,0,0,1,.,7-Jun,20,12,0.3428572,0.6666667,-0.0863532,-0.0561681,1.018449,0.8286815,1,3,5,2,3,0,0,1,.,7-Apr,17,13,0.3823529,0.5666667,-0.1536306,-0.0092825,0.1886296,0.2134986,1,Chhatarpur,11,1,6,1,3,1.4008,0,0,1,0,0,0
CH112,0,0,0,.,7-Jun,13,5,0.1428571,0.4333333,-1.607485,-1.132087,-0.0570057,0.0022894,0,1,4,1,2,0,0,1,.,7-Apr,19,15,0.4411765,0.6333333,0.4118162,0.4359456,0.6939644,0.6328881,1,Chhatarpur,11,1,6,1,3,0.1241006,0,0,1,0,0,0
CH115,1,0,0,More than 4 hours,9-Aug,23,16,0.4571429,0.7666667,1.804037,1.478076,2.228931,1.923087,1,5,5,3,3,1,0,0,2-3 hours,9-Aug,27,30,0.8571429,0.9,3.236444,2.58374,2.487249,2.284097,1,Chhatarpur,14,1,9,0,3,1.690992,0,0,0,0,0,1
CH116,1,0,0,More than 4 hours,9-Aug,22,17,0.4857143,0.7333333,1.891495,1.540316,2.05684,1.752208,1,5,5,3,3,1,0,0,More than 4 hours,9-Aug,24,26,0.7428572,0.8,2.311281,1.787359,1.743471,1.451068,1,Chhatarpur,14,1,9,1,4,2.130819,0,0,0,0,0,1
CH117,1,0,0,More than 4 hours,9-Aug,17,19,0.5428572,0.5666667,2.152609,1.663097,1.228174,1.061366,1,5,5,3,3,1,0,0,More than 4 hours,9-Aug,20,26,0.7428572,0.6666667,2.440046,1.900272,1.048031,0.8770504,1,Chhatarpur,15,1,9,0,3,0.9292488,0,0,0,0,0,1
CH118,0,0,1,.,7-Jun,10,11,0.3142857,0.3333333,-0.419921,-0.2169692,-1.148626,-0.9057683,1,2,1,2,1,0,0,1,.,7-Apr,12,13,0.3823529,0.4,-0.0260531,0.0889839,-0.6138425,-0.4442982,1,Chhatarpur,12,1,7,0,5,1.690992,0,0,0,1,0,0
CH119,1,0,0,More than 4 hours,9-Aug,6,14,0.4,0.2,0.732903,0.7407436,-0.6928481,-0.4666421,1,4,1,3,1,0,0,1,.,9-Aug,12,16,0.4571429,0.4,0.2667006,0.3790951,-0.3595902,-0.2189142,1,Chhatarpur,12,1,8,1,3,1.4008,0,0,0,0,1,0
CH120,1,0,1,Less than 1 hour,7-Jun,16,9,0.2571429,0.5333334,0.0437184,0.0942882,0.6331705,0.5430967,1,3,5,2,3,1,0,0,.,7-Apr,23,22,0.6470588,0.7666667,1.319148,1.042792,1.525745,1.303046,1,Chhatarpur,11,1,6,1,4,2.559583,0,0,1,0,0,0
CH121,0,0,1,.,9-Aug,18,9,0.2571429,0.6,0.7639816,0.7518366,1.410535,1.185199,1,4,5,3,3,0,0,1,.,9-Aug,25,22,0.6285715,0.8333333,1.65119,1.299631,2.110296,1.927063,1,Chhatarpur,14,1,8,1,5,0.6952515,0,0,0,0,1,0
CH122,1,0,0,More than 4 hours,9-Aug,16,15,0.4285714,0.5333334,1.521947,1.282222,0.9461445,0.870105,1,5,4,3,3,,,,.,,,,,,,,,,,Chhatarpur,14,1,8,1,3,3.124324,0,0,0,0,1,0
CH123,0,0,1,.,7-Jun,19,15,0.4285714,0.6333333,0.4976712,0.5241593,0.7211006,0.6751291,1,5,5,3,3,,,,.,,,,,,,,,,,Chhatarpur,11,1,6,1,3,2.684497,0,0,1,0,0,0
CH126,0,1,0,.,7-Jun,13,14,0.4,0.4333333,0.7102304,0.6447737,-0.2128693,-0.1215321,1,5,3,3,2,0,0,0,.,7-Apr,22,21,0.6176471,0.7333333,0.686653,0.5823871,1.103488,0.9463598,0,Chhatarpur,12,1,7,1,5,3.502606,0,0,0,1,0,0
CH127,0,0,1,.,7-Jun,21,14,0.4,0.7,0.6862062,0.6910073,1.416967,1.211992,1,5,5,3,3,0,0,1,.,7-Apr,26,27,0.7941176,0.8666667,2.397854,1.855286,2.167449,2.024616,1,Chhatarpur,12,1,7,1,5,1.690992,0,0,0,1,0,0
CH129,1,1,0,More than 4 hours,5-Apr,26,26,0.7428572,0.8666667,2.008473,1.551617,2.017276,1.723901,1,5,5,3,3,1,1,1,More than 4 hours,7-Apr,26,25,0.7352941,0.8666667,1.966132,1.539208,2.075186,1.929411,1,Chhatarpur,10,1,5,0,1,2.643393,0,1,0,0,0,0
CH133,0,0,1,.,7-Jun,8,2,0.0571429,0.2666667,-2.09774,-2.528098,-1.258795,-1.025066,1,1,1,1,1,0,0,1,.,7-Apr,8,13,0.3823529,0.2666667,-0.2239037,-0.0530375,-1.224566,-0.9060808,1,Chhatarpur,13,1,7,0,4,1.700371,0,0,0,1,0,0
CH135,0,0,1,.,9-Aug,7,7,0.2,0.2333333,-1.799898,-1.689773,-0.7370523,-0.5723563,1,1,1,1,1,0,0,0,.,9-Aug,15,9,0.2571429,0.5,-0.9799523,-0.7095755,0.0417921,0.0904243,0,Chhatarpur,13,1,9,1,5,0.8672516,0,0,0,0,0,1
CH136,1,0,0,1-2 hours,9-Aug,14,11,0.3142857,0.4666667,0.615892,0.6576731,0.7717775,0.726574,1,3,4,2,3,1,0,0,1-2 hours,9-Aug,22,25,0.7142857,0.7333333,1.989978,1.566728,1.57095,1.399325,1,Chhatarpur,13,1,9,1,2,2.094735,0,0,0,0,0,1
CH137,0,0,1,.,9-Aug,6,8,0.2285714,0.2,-0.6886719,-0.4687158,-1.344535,-1.791301,1,1,1,1,1,0,1,0,.,9-Aug,9,14,0.4,0.3,-0.9016555,-0.6965678,-1.342071,-0.969901,1,Chhatarpur,,1,9,1,1,-1.635152,0,0,0,0,0,1
CH138,1,0,0,3-4 hours,9-Aug,8,11,0.3142857,0.2666667,-0.6677977,-0.4837508,-1.391119,-2.337335,1,1,1,1,1,1,0,0,1-2 hours,9-Aug,8,14,0.4,0.2666667,-0.1723828,-0.0372874,-1.185602,-0.8250853,1,Chhatarpur,,1,9,0,2,-4.26348,0,0,0,0,0,1
CH139,0,0,1,.,9-Aug,19,19,0.5428572,0.6333333,2.235399,1.756021,1.158877,0.9633668,1,5,4,3,3,1,0,0,More than 4 hours,9-Aug,23,29,0.8285714,0.7666667,2.583596,2.066874,1.559465,1.383144,1,Chhatarpur,,1,8,1,5,1.4008,0,0,0,0,1,0
CH140,0,0,0,.,9-Aug,14,15,0.4285714,0.4666667,0.6318414,0.5305524,0.8915848,0.8285356,0,4,4,2,3,,,,.,,,,,,,,,,,Chhatarpur,13,1,8,1,5,-2.018145,0,0,0,0,1,0
CH142,0,0,0,.,9-Aug,19,14,0.4,0.6333333,0.9545227,1.017002,1.418177,1.221113,0,4,5,3,3,,,,.,,,,,,,,,,,Chhatarpur,13,1,8,0,3,2.094735,0,0,0,0,1,0
CH143,0,0,1,.,7-Jun,8,14,0.4,0.2666667,0.897034,0.8287623,-1.417277,-1.207285,1,5,1,3,1,1,0,0,More than 4 hours,7-Apr,10,20,0.5882353,0.3333333,1.163863,0.9313453,-1.329761,-1.085463,1,Chhatarpur,12,1,7,0,3,-2.187419,0,0,0,1,0,0
CH144,0,0,1,.,7-Jun,15,4,0.1142857,0.5,-1.713014,-1.759835,0.0171529,0.0675266,1,1,3,1,2,0,0,1,.,7-Apr,22,15,0.4411765,0.7333333,-0.3438407,-0.1765179,1.449184,1.216312,1,Chhatarpur,13,1,7,1,4,2.865857,0,0,0,1,0,0
CH145,0,0,1,.,7-Jun,14,12,0.3428572,0.4666667,0.3309171,0.2962994,-0.2220538,-0.0657545,1,4,3,2,2,0,0,1,.,7-Apr,23,19,0.5588235,0.7666667,0.8923033,0.7499679,1.295902,1.082501,1,Chhatarpur,12,1,7,1,4,2.384927,0,0,0,1,0,0
CH147,0,0,1,.,7-Jun,19,11,0.3142857,0.6333333,-0.0213137,0.0650724,1.015392,0.9178383,1,3,5,2,3,0,0,1,.,7-Apr,25,24,0.7058824,0.8333333,1.748367,1.361669,1.884217,1.742422,1,Chhatarpur,12,1,7,1,1,1.721835,0,0,0,1,0,0
CH148,0,0,1,.,7-Jun,13,15,0.4285714,0.4333333,0.3902255,0.4296553,-0.0067889,0.0627122,1,5,4,3,2,0,0,1,.,7-Apr,22,16,0.4705882,0.7333333,0.4388347,0.4224104,1.191973,1.005993,1,Chhatarpur,,1,6,1,1,2.193387,0,0,1,0,0,0
CH149,0,0,0,.,7-Jun,9,7,0.2,0.3,-0.5108442,-0.2569674,-1.037056,-0.8104988,0,2,2,1,1,1,0,0,More than 4 hours,7-Apr,15,20,0.5882353,0.5,1.134556,0.911726,-0.1117349,-0.0021395,1,Chhatarpur,12,1,6,1,2,-1.205416,0,0,1,0,0,0
CH150,0,0,1,.,9-Aug,14,15,0.4285714,0.4666667,1.44085,1.255034,0.8037937,0.710701,1,5,4,3,3,0,0,1,.,9-Aug,22,28,0.8,0.7333333,2.566309,1.957456,1.358842,1.223918,1,Chhatarpur,13,1,8,0,5,-0.5814483,0,0,0,0,1,0
CH153,0,0,0,.,7-Jun,13,10,0.2857143,0.4333333,-1.115948,-0.8539883,-0.4265764,-0.2312455,0,1,2,1,1,,,,.,,,,,,,,,,,Chhatarpur,11,1,,1,3,2.923405,,,,,,
CH156,1,0,0,1-2 hours,9-Aug,15,20,0.5714286,0.5,2.364499,1.853304,0.8292797,0.756785,1,5,4,3,3,1,0,0,More than 4 hours,9-Aug,24,24,0.6857143,0.8,2.177052,1.710065,1.882374,1.684525,1,Chhatarpur,13,1,8,1,5,2.353202,0,0,0,0,1,0
CH157,0,0,0,.,9-Aug,13,7,0.2,0.4333333,-0.4289741,-0.2750643,0.2921253,0.4314565,0,2,3,1,2,,,,.,,,,,,,,,,,Chhatarpur,13,1,8,1,4,4.678653,0,0,0,0,1,0
CH158,0,1,0,.,9-Aug,6,9,0.2571429,0.2,-1.345525,-0.9895187,-0.8360038,-0.619535,1,1,1,1,1,0,0,1,.,9-Aug,18,14,0.4,0.6,0.107613,0.1812318,0.8680794,0.732621,1,Chhatarpur,13,1,8,0,4,-0.5447939,0,0,0,0,1,0
CH159,1,0,0,1-2 hours,9-Aug,11,16,0.4571429,0.3666667,1.210271,1.078829,0.0450511,0.2510769,1,5,3,3,2,0,0,1,.,9-Aug,22,17,0.4857143,0.7333333,0.8848234,0.7306843,1.46198,1.266259,1,Chhatarpur,15,1,8,1,5,4.046105,0,0,0,0,1,0
CH163,0,0,1,.,9-Aug,10,9,0.2571429,0.3333333,0.4765994,0.5019093,0.034778,0.1880613,1,3,3,2,2,,,,.,,,,,,,,,,,Chhatarpur,13,1,8,0,5,-1.127905,0,0,0,0,1,0
CH164,0,0,1,.,7-Jun,16,16,0.4571429,0.5333334,1.019829,0.8941072,0.4178853,0.4170119,1,5,4,3,3,1,1,1,More than 4 hours,7-Apr,25,20,0.5882353,0.8333333,1.199298,1.006194,1.859755,1.656105,1,Chhatarpur,,1,7,0,5,1.289587,0,0,0,1,0,0
CH165,0,0,0,.,9-Aug,16,13,0.3714286,0.5333334,-0.6239672,-0.5354989,1.123964,0.9353341,0,1,4,1,3,1,0,0,More than 4 hours,9-Aug,23,22,0.6285715,0.7666667,1.358073,1.064208,1.620823,1.370842,1,Chhatarpur,14,1,9,1,3,1.4008,0,0,0,0,0,1
CH166,0,0,0,.,9-Aug,14,8,0.2285714,0.4666667,0.2049421,0.2966473,0.3124283,0.4170119,0,3,3,2,2,0,0,1,.,9-Aug,19,19,0.5428572,0.6333333,0.7354382,0.699163,0.5831041,0.5352039,1,Chhatarpur,15,1,9,0,3,-0.1098966,0,0,0,0,0,1
CH167,0,0,0,.,9-Aug,12,8,0.2285714,0.4,-1.643055,-1.746577,0.2822456,0.3684057,0,1,3,1,2,0,0,0,.,9-Aug,15,15,0.4285714,0.5,0.6792725,0.5723529,0.21767,0.2197041,0,Chhatarpur,13,1,8,1,3,-0.946544,0,0,0,0,1,0
CH168,0,0,0,.,9-Aug,10,10,0.2857143,0.3333333,-0.5505988,-0.4263198,-0.0382863,0.112127,0,1,3,1,2,0,0,0,.,9-Aug,22,16,0.4571429,0.7333333,-0.0637192,0.051893,1.454146,1.277159,0,Chhatarpur,13,1,8,1,3,-0.5322324,0,0,0,0,1,0
CH169,0,0,0,.,9-Aug,12,9,0.2571429,0.4,-1.721763,-2.760588,-0.1099953,0.0299117,0,1,2,1,2,,,,.,,,,,,,,,,,Chhatarpur,12,1,8,1,3,-2.187419,0,0,0,0,1,0
CH170,0,0,0,.,9-Aug,7,11,0.3142857,0.2333333,0.1136044,0.2045076,-0.7860742,-0.6388902,0,3,1,2,1,0,0,0,.,9-Aug,13,12,0.3428572,0.4333333,-0.2797371,-0.1020716,-0.1867594,-0.0918348,0,Chhatarpur,12,1,8,0,3,0.1308506,0,0,0,0,1,0
CH173,1,0,0,1-2 hours,9-Aug,21,13,0.3714286,0.7,1.420237,1.181347,2.067556,1.771115,1,4,5,3,3,1,0,0,More than 4 hours,9-Aug,24,22,0.6285715,0.8,1.816956,1.396324,1.863949,1.671453,1,Chhatarpur,13,1,9,1,1,-2.106704,0,0,0,0,0,1
CH175,1,0,0,3-4 hours,9-Aug,17,18,0.5142857,0.5666667,1.072427,1.044258,1.385361,1.221778,1,4,5,3,3,1,0,0,More than 4 hours,9-Aug,24,26,0.7428572,0.8,2.360168,1.826536,1.733987,1.55561,1,Chhatarpur,15,1,9,0,1,2.887322,0,0,0,0,0,1
CH176,0,0,0,.,9-Aug,12,9,0.2571429,0.4,-0.2892233,-0.1688815,0.5017008,0.5228413,0,2,3,1,2,0,0,0,.,9-Aug,22,17,0.4857143,0.7333333,0.8083448,0.7191536,1.235488,1.073653,0,Chhatarpur,14,1,9,0,1,0.5956523,0,0,0,0,0,1
CH180,0,0,1,.,7-Jun,10,13,0.3714286,0.3333333,0.5235474,0.4913089,-0.5262763,-0.3602668,1,5,3,3,2,0,0,0,.,7-Apr,15,25,0.7352941,0.5,2.118806,1.622626,0.1381679,0.1515858,0,Chhatarpur,11,1,6,1,4,1.4008,0,0,1,0,0,0
CH181,0,0,1,.,7-Jun,17,10,0.2857143,0.5666667,-0.2219721,-0.1022035,0.5942227,0.5927863,1,3,5,2,3,1,0,0,More than 4 hours,7-Apr,24,23,0.6764706,0.8,1.64081,1.305908,1.5146,1.339136,1,Chhatarpur,12,1,6,0,4,2.824754,0,0,1,0,0,0
CH182,0,0,1,.,7-Jun,9,10,0.2857143,0.3,-0.5355468,-0.324388,-1.062942,-0.766675,1,2,2,1,1,1,0,0,1-2 hours,7-Apr,19,12,0.3529412,0.6333333,-0.3361641,-0.1490891,0.5434249,0.4964076,1,Chhatarpur,11,1,6,0,3,2.430389,0,0,1,0,0,0
CH192,0,0,0,.,9-Aug,16,6,0.1714286,0.5333334,0.075428,0.1293632,0.8436458,0.7522407,0,2,4,2,3,0,1,0,.,9-Aug,18,8,0.2285714,0.6,-0.6013431,-0.2844464,0.4591516,0.3842225,1,Chhatarpur,11,1,8,0,4,2.208576,0,0,0,0,1,0
CH193,0,0,0,.,9-Aug,16,14,0.4,0.5333334,0.6206239,0.5436347,0.8918708,0.8348103,0,4,4,2,3,,,,.,,,,,,,,,,,Chhatarpur,13,1,8,0,4,3.948635,0,0,0,0,1,0
CH194,0,0,0,.,9-Aug,16,16,0.4571429,0.5333334,1.226938,1.058451,0.6869321,0.7002156,0,5,4,3,3,0,0,1,.,9-Aug,16,11,0.3142857,0.5333334,-0.4917286,-0.2336407,0.178508,0.2370692,1,Chhatarpur,12,1,8,0,4,2.094735,0,0,0,0,1,0
CH195,0,0,0,.,9-Aug,9,13,0.3714286,0.3,0.5379087,0.5628487,-0.1536681,-0.0216277,0,3,2,2,1,1,0,0,1-2 hours,9-Aug,24,16,0.4571429,0.8,0.7635559,0.70352,1.806931,1.638545,1,Chhatarpur,12,1,9,1,4,0.6448682,0,0,0,0,0,1
CH196,0,0,1,.,7-Jun,15,12,0.3428572,0.5,0.1760105,0.233954,0.2846296,0.3038129,1,4,4,2,3,1,0,1,1-2 hours,7-Apr,19,24,0.7058824,0.6333333,1.78904,1.357446,1.037336,0.9233956,1,Chhatarpur,11,1,6,1,5,1.388239,0,0,1,0,0,0
CH197,0,0,1,.,7-Jun,15,14,0.4,0.5,0.2831716,0.3287404,0.3473983,0.3454984,1,4,4,3,3,,,,.,,,,,,,,,,,Chhatarpur,13,1,6,0,5,2.581048,0,0,1,0,0,0
CH199,0,1,0,.,7-Jun,8,16,0.4571429,0.2666667,-0.1447119,-0.0779966,-1.516616,-1.233245,1,3,1,2,1,,,,.,,,,,,,,,,,Chhatarpur,11,1,7,1,5,2.865857,0,0,0,1,0,0
CH200,0,0,1,.,7-Jun,11,8,0.2285714,0.3666667,-1.242311,-0.7990447,-0.4354783,-0.3141829,1,1,2,1,1,1,0,0,1-2 hours,7-Apr,21,14,0.4117647,0.7,0.2259209,0.2911276,1.092809,0.9656518,1,Chhatarpur,12,1,7,1,3,0.9176349,0,0,0,1,0,0
CH201,0,0,0,.,7-Jun,20,8,0.2285714,0.6666667,-0.5267749,-0.3051707,0.9485772,0.8320765,0,3,4,2,3,0,0,1,.,7-Apr,19,12,0.3529412,0.6333333,0.1917632,0.2926945,0.4845516,0.4674373,1,Chhatarpur,13,1,,0,3,1.623184,,,,,,
CH204,0,0,0,.,9-Aug,6,12,0.3428572,0.2,0.4543955,0.439306,-0.7170601,-0.5494578,0,3,1,2,1,0,0,1,.,9-Aug,16,24,0.6857143,0.5333334,1.632596,1.264887,0.1219831,0.2009407,1,Chhatarpur,14,1,8,0,5,2.094735,0,0,0,0,1,0
CH205,0,0,1,.,9-Aug,18,12,0.3428572,0.6,0.5428535,0.4854951,0.8823529,0.7955652,1,3,4,2,3,1,0,0,Less than 1 hour,9-Aug,14,20,0.5714286,0.4666667,1.315367,1.031556,-0.0116982,0.0391069,1,Chhatarpur,13,1,8,0,5,2.394305,0,0,0,0,1,0
CH206,0,0,1,.,9-Aug,8,15,0.4285714,0.2666667,0.9956924,1.035848,-0.4823412,-0.4056495,1,5,2,3,1,1,0,0,2-3 hours,9-Aug,12,18,0.5142857,0.4,0.8475045,0.6964037,-0.3374265,-0.2400671,1,Chhatarpur,13,1,8,0,5,2.865857,0,0,0,0,1,0
CH208,0,1,0,.,7-Jun,13,14,0.4,0.4333333,-0.1762871,-0.0294624,-0.105095,-0.0118836,1,4,3,3,2,0,1,0,.,7-Apr,16,18,0.5294118,0.5333334,0.666009,0.6105893,0.2421177,0.2355306,1,Chhatarpur,11,1,,0,5,0.1733165,,,,,,
CH210,1,0,0,More than 4 hours,9-Aug,12,12,0.3428572,0.4,0.0431907,0.0733907,0.3997526,0.4276224,1,2,3,2,2,1,0,0,1-2 hours,9-Aug,16,12,0.3428572,0.5333334,-0.3842138,-0.1858087,0.1939552,0.1814915,1,Chhatarpur,16,1,8,0,3,0.5138909,0,0,0,0,1,0
CH211,1,0,0,Less than 1 hour,7-Jun,8,10,0.2857143,0.2666667,-1.129913,-0.7991095,-1.37821,-1.133407,1,1,1,1,1,0,0,1,.,7-Apr,11,17,0.5,0.3666667,0.5260055,0.4616717,-0.7857814,-0.5654365,1,Chhatarpur,,1,7,1,3,-2.106704,0,0,0,1,0,0
CH212,1,0,0,More than 4 hours,7-Jun,19,17,0.4857143,0.6333333,1.354095,1.156715,0.6908162,0.6446552,1,5,5,3,3,0,0,1,.,7-Apr,24,26,0.7647059,0.8,2.153318,1.668622,1.667757,1.463691,1,Chhatarpur,11,1,6,0,4,1.4008,0,0,1,0,0,0
CH213,1,0,0,More than 4 hours,9-Aug,13,6,0.1714286,0.4333333,-0.8693448,-0.6128097,0.0095578,0.1275711,1,1,3,1,2,1,0,1,More than 4 hours,9-Aug,16,20,0.5714286,0.5333334,1.39566,1.124329,0.1612934,0.174267,1,Chhatarpur,13,1,8,1,4,-1.409595,0,0,0,0,1,0
CH214,0,0,1,.,7-Jun,16,9,0.2571429,0.5333334,-1.38794,-0.971366,0.3717267,0.404029,1,1,5,1,3,0,0,0,.,7-Apr,19,18,0.5294118,0.6333333,-0.3112935,-0.1306047,0.8296956,0.7285256,0,Chhatarpur,11,1,6,0,5,2.171922,0,0,1,0,0,0
CH215,0,0,1,.,9-Aug,13,11,0.3142857,0.4333333,0.2212785,0.2486177,0.4434006,0.5051484,1,3,4,2,2,1,0,0,More than 4 hours,9-Aug,22,23,0.6571429,0.7333333,1.357441,1.093277,1.61898,1.447758,1,Chhatarpur,12,1,8,0,5,2.171922,0,0,0,0,1,0
CH216,1,0,0,More than 4 hours,9-Aug,7,9,0.2571429,0.2333333,-0.4772056,-0.3037454,-1.931415,-2.80243,1,1,1,1,1,0,0,1,.,9-Aug,6,13,0.3714286,0.2,-0.34947,-0.150423,-1.828944,-1.606565,1,Chhatarpur,13,1,8,0,3,0.2236999,0,0,0,0,1,0
CH217,0,0,1,.,9-Aug,10,9,0.2571429,0.3333333,-0.7952919,-0.5662307,-0.6884633,-0.5002321,1,1,1,1,1,0,0,0,.,9-Aug,10,6,0.1714286,0.3333333,-1.357547,-0.9951732,-1.383218,-1.016602,0,Chhatarpur,16,1,9,0,3,0.9292488,0,0,0,0,0,1
CH220,0,0,1,.,7-Jun,12,6,0.1714286,0.4,-1.715901,-1.340536,-0.3817132,-0.2458368,1,1,3,1,2,0,1,0,.,7-Apr,15,14,0.4117647,0.5,-0.2584944,-0.098488,-0.124782,-0.0409197,1,Chhatarpur,13,1,6,0,5,1.623184,0,0,1,0,0,0
CH221,0,0,1,.,7-Jun,8,11,0.3142857,0.2666667,-0.4183068,-0.2293654,-0.9858491,-0.770538,1,2,1,2,1,1,0,0,1-2 hours,7-Apr,19,21,0.6176471,0.6333333,1.16224,0.9202425,0.6048382,0.5529618,1,Chhatarpur,13,1,7,1,5,-0.8053959,0,0,0,1,0,0
GP001,0,0,0,.,9-Aug,19,14,0.4,0.6333333,1.107426,1.029983,1.744398,1.457095,0,5,5,3,3,0,0,1,.,9-Aug,25,26,0.7428572,0.8333333,2.140997,1.72469,2.0467,1.856302,1,Govindpuri,,0,8,0,9,2.865857,0,0,0,0,1,0
GP002,0,0,0,.,9-Aug,19,13,0.3714286,0.6333333,0.5457558,0.5805937,1.751429,1.457095,0,4,5,3,3,1,1,0,3-4 hours,9-Aug,9,21,0.6,0.3,0.6450576,0.5994049,-1.245626,-0.8729645,1,Govindpuri,,0,8,1,9,-0.7830804,0,0,0,0,1,0
GP004,1,1,0,1-2 hours,5-Apr,5,7,0.2,0.1666667,-2.167188,-2.653152,-2.453308,-3.818705,1,1,1,1,1,,,,.,,,,,,,,,,,Govindpuri,10,1,5,1,9,1.325412,0,1,0,0,0,0
GP005,0,0,0,.,5-Apr,10,11,0.3142857,0.3333333,-0.7648593,-0.4997679,-1.55315,-2.05991,0,3,1,2,1,1,1,0,Less than 1 hour,7-Apr,16,14,0.4117647,0.5333334,-0.0945215,0.0683817,0.2551475,0.2721873,1,Govindpuri,,1,4,1,7,0.6314769,1,0,0,0,0,0
GP006,0,0,0,.,5-Apr,10,6,0.1714286,0.3333333,-1.996369,-1.976689,-1.299387,-1.105268,0,2,2,1,1,0,1,1,.,7-Apr,15,10,0.2941177,0.5,-1.032636,-0.7097859,-0.0705139,0.0075045,1,Govindpuri,9,1,5,0,9,0.6952515,0,1,0,0,0,0
GP007,1,0,0,More than 4 hours,7-Jun,9,14,0.4,0.3,0.3892953,0.42176,-0.9540342,-0.699144,1,5,2,3,1,1,0,0,Less than 1 hour,7-Apr,11,13,0.3823529,0.3666667,-0.1831248,-0.0311774,-0.4447803,-0.2675853,1,Govindpuri,,0,6,1,11,0.4142917,0,0,1,0,0,0
GP008,1,0,0,More than 4 hours,9-Aug,10,10,0.2857143,0.3333333,0.1100038,0.1490237,-0.6254346,-0.6168661,1,2,1,2,1,0,1,0,.,9-Aug,13,18,0.5142857,0.4333333,1.025642,0.8558045,-0.6064836,-0.4068244,1,Govindpuri,,0,8,0,11,-1.401155,0,0,0,0,1,0
GP009,0,0,1,.,5-Apr,15,13,0.3714286,0.5,-0.246997,-0.1071623,-0.4249747,-0.2351294,1,3,3,2,2,1,0,0,.,7-Apr,20,21,0.6176471,0.6666667,0.9820231,0.8018528,0.9353549,0.8042402,1,Govindpuri,,0,5,0,11,0.6952515,0,1,0,0,0,0
GP010,0,0,1,.,5-Apr,26,20,0.5714286,0.8666667,0.8909592,0.7778499,2.032525,1.786398,1,5,5,3,3,1,0,0,1-2 hours,7-Apr,23,21,0.6176471,0.7666667,1.151761,0.9159924,1.342734,1.242969,1,Govindpuri,,0,5,1,8,1.623184,0,1,0,0,0,0
GP011,0,0,1,.,7-Jun,12,6,0.1714286,0.4,-1.469635,-1.062089,-0.7317722,-0.5822719,1,1,2,1,1,0,0,0,.,7-Apr,15,10,0.2941177,0.5,-0.6381181,-0.3591225,0.1400711,0.1870753,0,Govindpuri,,1,7,1,10,-1.252834,0,0,0,1,0,0
GP012,0,0,0,.,7-Jun,15,10,0.2857143,0.5,0.0919499,0.1159129,0.2256575,0.2240056,0,4,4,3,3,0,0,0,.,7-Apr,21,23,0.6764706,0.7,1.754615,1.324684,1.10164,0.9374075,0,Govindpuri,,1,5,1,10,-1.127905,0,1,0,0,0,0
GP013,1,0,1,2-3 hours,7-Jun,18,21,0.6,0.6,2.116777,1.583829,1.008147,0.8613899,1,5,5,3,3,,,,.,,,,,,,,,,,Govindpuri,12,1,7,0,11,-0.8658289,0,0,0,1,0,0
GP014,0,0,1,.,7-Jun,16,11,0.3142857,0.5333334,-1.042991,-0.6615648,0.2234557,0.2767091,1,1,3,1,2,,,,.,,,,,,,,,,,Govindpuri,12,1,7,0,9,2.462113,0,0,0,1,0,0
GP015,1,0,0,2-3 hours,9-Aug,7,10,0.2857143,0.2333333,0.4960147,0.5235364,-0.7376379,-0.6110708,1,4,1,2,1,,,,.,,,,,,,,,,,Govindpuri,,0,8,1,11,0.2236999,0,0,0,0,1,0
GP016,1,0,0,2-3 hours,7-Jun,18,9,0.2571429,0.6,-0.0474799,0.0057096,0.7743807,0.6628475,1,3,4,2,3,,,,.,,,,,,,,,,,Govindpuri,13,1,7,1,11,-2.010564,0,0,0,1,0,0
